0			, -2.91915E-34
0.0125094	, -3.07217E-05
0.0250135	, -0.000121279
0.0375134	, -0.000269177
0.0500101	, -0.000471821
0.0625046	, -0.000726583
0.070915	, -0.000926134
0.0749975	, -0.00103085
0.0874896	, -0.00138199
0.0999815	, -0.00177741
0.112474	, -0.0022145
0.124966	, -0.00269064
0.13746		, -0.00320324
0.149955	, -0.00374969
0.162451	, -0.00432739
0.174949	, -0.00493373
0.187449	, -0.00556612
0.19995		, -0.00622194
0.212452	, -0.00689859
0.224956	, -0.00759347
0.237461	, -0.00830398
0.249968	, -0.00902751
0.262475	, -0.00976146
0.274983	, -0.0105032
0.287491	, -0.0112502
0.3			, -0.0119997
