-0.13,-1.05011E-34
-0.117502,-3.00888E-05
-0.105008,-0.000120385
-0.0925172,-0.000268022
-0.0800279,-0.000470354
-0.0675396,-0.000724765
-0.0550515,-0.00102865
-0.0425631,-0.0013794
-0.0300738,-0.00177441
-0.0175833,-0.00221107
-0.00509109,-0.0026868
0.00740297,-0.00319897
0.0198991,-0.003745
0.0323974,-0.00432227
0.0448979,-0.00492819
0.0574006,-0.00556015
0.0699055,-0.00621555
0.0824124,-0.00689178
0.0949212,-0.00758625
0.107432,-0.00829634
0.119943,-0.00901946
0.132457,-0.009753
0.144971,-0.0104944
0.157485,-0.0112409
0.17,-0.0119901
